Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
575,Justise Winslow\winslju01,SF,25,LAC,31,352,11.7,.474,.214,.170,5.5,22.2,14.0,14.5,2.4,3.1,18.9,18.5,,-0.4,0.7,0.3,.038,,-4.1,1.6,-2.5,0.0
576,Cassius Winston\winstca01,PG,23,WAS,2,7,2.9,.347,1.000,1.000,0.0,0.0,0.0,34.4,0.0,0.0,25.8,24.6,,0.0,0.0,0.0,-0.181,,-4.7,-6.0,-10.7,0.0
577,Christian Wood\woodch01,C,26,HOU,39,1200,18.1,.558,.353,.355,6.5,28.8,17.7,11.7,1.0,2.7,10.1,23.5,,1.4,0.9,2.3,.092,,1.3,-1.2,0.1,0.6
578,Robert Woodard II\woodaro01,SF,22,SAC,8,15,2.4,.512,.250,.500,0.0,14.2,7.1,0.0,0.0,0.0,17.0,16.7,,0.0,0.0,0.0,-0.045,,-6.3,-3.3,-9.6,0.0
579,Delon Wright\wrighde01,SG,29,ATL,34,598,13.1,.549,.359,.222,4.9,13.1,9.0,18.6,2.1,1.1,16.3,11.2,,0.8,0.3,1.2,.093,,-0.1,0.9,0.8,0.4
580,McKinley Wright IV\wrighmc01,PG,23,MIN,1,4,18.4,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,20.9,,0.0,0.0,0.0,-0.130,,4.9,-4.2,0.7,0.0
581,Moses Wright\wrighmo01,PF,23,LAC,1,1,32.0,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.449,,10.9,13.6,24.5,0.0
582,Thaddeus Young\youngth01,PF,33,SAS,23,323,19.6,.566,.026,.158,10.8,14.7,12.7,24.6,3.0,1.6,15.9,19.0,,0.5,0.4,1.0,.145,,1.1,1.7,2.8,0.4
583,Trae Young\youngtr01,PG,23,ATL,35,1213,25.5,.581,.347,.319,2.4,10.1,6.3,48.3,1.3,0.3,14.6,35.5,,3.9,0.2,4.1,.163,,6.8,-2.3,4.5,2.0
584,Omer Yurtseven\yurtsom01,C,23,MIA,31,459,16.1,.497,.045,.263,13.7,34.3,24.0,9.9,1.6,3.8,13.9,19.5,,0.2,0.9,1.2,.122,,-2.4,0.4,-2.0,0.0
585,Cody Zeller\zelleco01,C,29,POR,27,355,17.8,.627,.044,.544,15.3,23.8,19.4,9.3,1.1,1.6,14.6,16.0,,1.0,0.2,1.2,.159,,-0.6,-1.2,-1.8,0.0
586,Ivica Zubac\zubaciv01,C,24,LAC,38,930,18.7,.697,.000,.571,11.8,22.7,17.4,6.6,1.0,3.8,16.4,14.3,,2.4,1.6,4.0,.204,,0.0,1.2,1.2,0.7
